best
0.002873719
0.003448399
0.00269905
0.006102902
0.003071973
0.002060318
0.001943653
0.010073579
0.006180317
0.000313388
0.004841551
0.001597223
0.00017423
0.000932799
0.000764896
0.001502212
0.001493024
0.00023835
0.000292219
0.000447772
